ID_STG_OPR_ITT,VLR_CTRD_CSC,QTD_PCL,VLR_SDO_DDR,QTD_CLI_CAD_POS,QTD_OPR,ID_FNT_ITT,ID_MDL,DES_TIP_PSS,DAT_RSS_FNT_ITT,DAT_INC_DBO,QTD_OPR 
881,nan,12,nan,1403,1454,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,1454
882,nan,64,nan,207,242,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,242
883,nan,17,nan,116,121,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,121
884,nan,8,nan,142,149,67,A01,F,2020-01-16,2020-01-27 10:49:48.15,149
885,nan,236,nan,3,3,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,3
886,nan,102,nan,1,1,67,A04,F,2020-01-16,2020-01-27 10:49:48.15,1
887,85699650.0,105,57998876.0,14,15,67,C01,F,2020-01-16,2020-01-27 10:49:48.15,15
888,nan,228,nan,7,7,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,7
889,nan,52,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
890,nan,182,nan,1,1,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,1
891,nan,186,nan,2,2,67,B03,F,2020-01-16,2020-01-27 10:49:48.15,2
