ID_STG_FNT_ITT,NUM_CNPJ,NUM_CMP_CNPJ,NOM_COM,NOM_RAZ_SCL
942,1578781279,2618,NMN,NMN
956,1347769129,2057,NMN,NMN
963,1774358850,1819,NMN,NMN
970,1524986530,3145,NMN,NMN
984,2546780132,2329,NMN,NMN
986,3020939253,2890,NMN,NMN
994,741386150,2040,NMN,NMN
29,929363310,1870,MMNPP TPYPTM JP MRMSVL S.M.,MMNPP TPYPTM JP MRMSVL S.M.
30,149599405,1768,MMNPP RVMJVRMP PRJTP,MMNPP RVMJVRMP PRJTP S/M
60,537185686,1870,NMN,NMN
72,1746441450,2244,NMN,NMN
94,990789682,2329,NMN,NMN
170,4799846674,1768,NMN,NMN
218,4961382068,1921,NMN,NMN
319,7518096575,2397,NMN,NMN
326,7341912638,2550,NMN,NMN
328,7565474079,3162,NMN,NMN
335,7337049057,3060,NMN,NMN
424,384455255,2159,NMN,NMN
457,5743945516,2482,NMN,NMN
495,1021633785,2040,NMN,NMN
519,1668174181,2856,NMN,NMN
524,1784288601,1751,NMN,NMN
537,2320843978,1717,NMN,NMN
543,2251077355,2380,NMN,NMN
548,2931471211,2380,NMN,NMN
550,2583064082,2448,NMN,NMN
558,2785768682,2754,NMN,NMN
582,720477000,1768,NMN,NMN
587,659702901,2584,NMN,NMN
593,1725311793,3281,NMN,NMN
602,617598202,2805,NMN,NMN
611,4158228526,3383,PMRMNÁ MMNPP,PMRMNÁ MMNPP S/M
620,2997361188,3145,NMN,NMN
646,931375617,8194,NMN,NMN
648,1044088796,3519,NMN,NMN
671,1613376891,2975,NMN,NMN
680,1000299227,1955,NMN,NMN
681,2771683689,2992,NMN,NMN
705,1061824437,2227,NMN,NMN
748,341459569,2635,MMNPP PPPPJRMTVVP SVPRJJV S.M.,MMNPP PPPPJRMTVVP SVPRJJV S.M.
749,9535773195,2720,NMN,NMN
753,608072762,1700,NMN,NMN
835,867041038,2499,NMN,NMN
